Ensembl Gene ID	Chromosome Name	Gene Start (bp)	Gene End (bp)
AGAP002648	1	25077385	25088084
AGAP002650	1	25130272	25131563
AGAP002652	1	25163895	25166904
AGAP002655	1	25188318	25195541
AGAP002656	1	25196705	25203337
AGAP002658	1	25205095	25205361
AGAP002661	1	25208503	25209884
AGAP002662	1	25210173	25213087
AGAP002659	1	25205541	25208321
AGAP002657	1	25203303	25204572
AGAP002654	1	25181331	25187768
AGAP002653	1	25166906	25168623
AGAP002651	1	25142459	25161648
AGAP013321	1	25110055	25135569
AGAP002649	1	25095636	25102149
AGAP013344	1	25175993	25176786
AGAP001292	1	2616403	2618742
AGAP001294	1	2623887	2626235
AGAP001296	1	2628767	2644802
AGAP001298	1	2648269	2653960
AGAP013277	1	2656776	2658264
AGAP001303	1	2712310	2723763
AGAP001304	1	2734846	2737423
AGAP001302	1	2660470	2662493
AGAP001301	1	2659247	2660358
AGAP001300	1	2658119	2658992
AGAP001299	1	2654313	2656352
AGAP001297	1	2646110	2647858
AGAP001293	1	2619883	2623094
AGAP001291	1	2539595	2571510
AGAP001290	1	2505659	2508881
AGAP013208	1	2734032	2734514
AGAP001107	1	263675	267184
AGAP001109	1	273177	285693
AGAP001110	1	288098	293321
AGAP001111	1	297230	307923
AGAP001114	1	346604	349603
AGAP001117	1	374651	384172
AGAP001118	1	426829	429591
AGAP001119	1	439782	441270
AGAP001122	1	446998	448433
AGAP001124	1	451594	453027
AGAP001123	1	449457	450730
AGAP001121	1	445479	446801
AGAP001120	1	443778	445150
AGAP001116	1	372675	374369
AGAP001115	1	355689	357770
AGAP001113	1	307269	317099
AGAP001112	1	301617	303190
AGAP001108	1	267274	268618
AGAP001125	1	453144	454505
AGAP002663	1	25251748	25252905
AGAP002665	1	25255484	25259257
AGAP002667	1	25262177	25264178
AGAP002668	1	25264714	25266144
AGAP013131	1	25265715	25266044
AGAP002670	1	25271138	25276775
AGAP002671	1	25281239	25287524
AGAP013200	1	25394913	25397951
AGAP002674	1	25378949	25391048
AGAP002672	1	25293700	25307724
AGAP002669	1	25266143	25268478
AGAP002666	1	25260024	25261685
AGAP002664	1	25253791	25255045
AGAP002677	1	25392238	25556374
AGAP002679	1	25576295	25578207
AGAP002681	1	25601816	25603575
AGAP002682	1	25604227	25609445
AGAP002684	1	25611523	25614470
AGAP002686	1	25617892	25620182
AGAP002690	1	25645687	25648625
AGAP002692	1	25654994	25662404
AGAP002695	1	25704112	25717381
AGAP013116	1	25568803	25572676
AGAP002693	1	25663762	25666707
AGAP002691	1	25648370	25650479
AGAP002688	1	25624636	25638337
AGAP002689	1	25631944	25634034
AGAP013006	1	25627867	25629534
AGAP002687	1	25620254	25624299
AGAP002685	1	25614644	25617611
AGAP002683	1	25609516	25611208
AGAP002680	1	25597969	25601420
AGAP002678	1	25558873	25562578
AGAP013087	1	25643602	25644615
AGAP002702	1	25770912	25774787
AGAP002703	1	25787031	25788125
AGAP002704	1	25826281	25828161
AGAP002705	1	25828737	25830888
AGAP002708	1	25936374	25944762
AGAP002707	1	25887486	25891169
AGAP002706	1	25830933	25831478
AGAP013309	1	25793519	25795168
AGAP013355	1	25756947	25757339
AGAP002711	1	26014517	26044178
AGAP002712	1	26053186	26054334
AGAP002715	1	26150873	26163737
AGAP002717	1	26166839	26169646
AGAP002719	1	26205131	26227733
AGAP002722	1	26239866	26241686
AGAP002723	1	26242045	26242891
AGAP002724	1	26246043	26247431
AGAP002721	1	26234853	26238591
AGAP002720	1	26232458	26234417
AGAP002718	1	26170969	26182520
AGAP002713	1	26054432	26055142
AGAP002710	1	26006547	26012382
AGAP002709	1	26001233	26004244
AGAP002725	1	26248500	26263468
AGAP002726	1	26282085	26283004
AGAP013513	1	26283345	26283945
AGAP002727	1	26285372	26286453
AGAP002728	1	26286947	26290237
AGAP002731	1	26299185	26302081
AGAP002732	1	26314514	26332411
AGAP002733	1	26337577	26338896
AGAP002734	1	26339943	26341603
AGAP002736	1	26356725	26362523
AGAP002737	1	26367279	26395076
AGAP002739	1	26428070	26440703
AGAP013044	1	26441730	26443236
AGAP002740	1	26443365	26444581
AGAP002487	1	21939648	21956160
AGAP002735	1	26343487	26353678
AGAP002730	1	26297612	26298794
AGAP002729	1	26291953	26296342
AGAP002741	1	26448416	26563250
AGAP002742	1	26565615	26566673
AGAP002748	1	26644368	26657285
AGAP002751	1	26667682	26669121
AGAP002752	1	26670074	26672699
AGAP002754	1	26674578	26675826
AGAP002757	1	26717517	26747494
AGAP002756	1	26729415	26730635
AGAP002755	1	26718948	26720234
AGAP002753	1	26673293	26674190
AGAP002747	1	26637244	26637783
AGAP002745	1	26611084	26612442
AGAP013160	1	26597596	26599494
AGAP002744	1	26587691	26589824
AGAP013298	1	26577451	26583298
AGAP002743	1	26567142	26568059
AGAP013025	1	26616737	26618119
AGAP002758	1	26775064	26778865
AGAP002760	1	26782298	26787306
AGAP002762	1	26790354	26793054
AGAP013363	1	26793376	26795314
AGAP013285	1	26795525	26797440
AGAP002763	1	26797736	26799713
AGAP013416	1	26799941	26801942
AGAP002764	1	26829604	26831375
AGAP002770	1	26856741	26858441
AGAP002771	1	26896933	26898011
AGAP002769	1	26852633	26854309
AGAP002767	1	26839004	26848674
AGAP002766	1	26834132	26835745
AGAP002765	1	26832458	26833605
AGAP013026	1	26823707	26824588
AGAP002761	1	26787557	26789781
AGAP002759	1	26779138	26781519
AGAP002773	1	26955106	27016799
AGAP013370	1	27016824	27017138
AGAP002777	1	27043420	27043755
AGAP002778	1	27047795	27049627
AGAP002779	1	27051549	27053652
AGAP002781	1	27054619	27059551
AGAP002782	1	27059818	27078390
AGAP002784	1	27191455	27206429
AGAP013426	1	27212512	27213417
AGAP002787	1	27228823	27237292
AGAP013266	1	27044116	27048207
AGAP002775	1	27039206	27041487
AGAP002776	1	27041812	27043216
AGAP002780	1	27053652	27054296
AGAP013378	1	27062359	27063674
AGAP013010	1	27064765	27067922
AGAP002783	1	27181699	27189160
AGAP013343	1	27207541	27208217
AGAP002788	1	27237778	27238890
AGAP002790	1	27248415	27312134
AGAP013237	1	27320255	27320821
AGAP002791	1	27319131	27321912
AGAP002792	1	27330773	27340277
AGAP002793	1	27529148	27628492
AGAP002794	1	27628585	27631298
AGAP002795	1	27634345	27635771
AGAP002800	1	27652884	27655375
AGAP002801	1	27656010	27657595
AGAP002799	1	27650864	27652144
AGAP002798	1	27645889	27647134
AGAP002797	1	27638116	27644376
AGAP002796	1	27635821	27637216
AGAP001306	1	2802248	2803419
AGAP001309	1	2838494	2840101
AGAP001311	1	2842385	2842848
AGAP001312	1	2843090	2845996
AGAP001313	1	2846880	2868935
AGAP001318	1	2979491	2982024
AGAP001320	1	2987349	2991811
AGAP001321	1	2992464	2993429
AGAP001322	1	2993787	2997135
AGAP001323	1	2997177	2998252
AGAP001319	1	2983192	2984995
AGAP001315	1	2882344	2978863
AGAP001314	1	2874535	2875630
AGAP001310	1	2840128	2842171
AGAP001308	1	2807245	2818374
AGAP001307	1	2803338	2804587
AGAP001316	1	2915593	2934805
AGAP013389	1	2880962	2881700
AGAP002802	1	27742225	27762549
AGAP002803	1	27779901	27784486
AGAP002809	1	27878086	27879677
AGAP002475	1	21854891	21856897
AGAP013089	1	27893361	27895794
AGAP002813	1	27897866	27900980
AGAP002816	1	27947523	27950606
AGAP002820	1	27969232	27973142
AGAP002821	1	27977691	27978803
AGAP002823	1	27983653	27984625
AGAP002822	1	27979156	27983084
AGAP002819	1	27960461	27961816
AGAP002818	1	27955023	27957187
AGAP002484	1	21883063	21884163
AGAP002814	1	27902269	27929889
AGAP002812	1	27886897	27889932
AGAP002810	1	27881084	27882774
AGAP002808	1	27877043	27877976
AGAP002807	1	27853924	27869933
AGAP002805	1	27845777	27849384
AGAP002804	1	27809427	27810152
AGAP002824	1	27997113	28036208
AGAP002826	1	28044180	28054600
AGAP002828	1	28058921	28066774
AGAP002829	1	28069421	28074769
AGAP002831	1	28086296	28088069
AGAP013130	1	28086518	28086829
AGAP002835	1	28186739	28192596
AGAP002836	1	28193323	28200824
AGAP002837	1	28201310	28202567
AGAP013054	1	28203507	28205019
AGAP002838	1	28205498	28207075
AGAP013404	1	28209060	28210995
AGAP002839	1	28211228	28212735
AGAP002840	1	28213289	28216488
AGAP002842	1	28223588	28225491
AGAP002841	1	28217172	28218592
AGAP013351	1	28216677	28217006
AGAP002832	1	28092164	28120800
AGAP002830	1	28074852	28081996
AGAP002825	1	28007274	28014861
AGAP002846	1	28294800	28295651
AGAP013388	1	28298607	28299129
AGAP002847	1	28299667	28300338
AGAP002848	1	28300478	28301113
AGAP002849	1	28302217	28302760
AGAP002853	1	28309739	28310362
AGAP002858	1	28322913	28389385
AGAP002850	1	28304726	28305246
AGAP002867	1	28497087	28498674
AGAP002866	1	28494017	28495645
AGAP002865	1	28491415	28493141
AGAP002864	1	28487640	28489092
AGAP002863	1	28485262	28487080
AGAP013128	1	28483301	28484921
AGAP002862	1	28480576	28482637
AGAP002857	1	28317546	28321557
AGAP013314	1	28316658	28317318
AGAP013529	1	28315511	28316158
AGAP002856	1	28314102	28314668
AGAP002855	1	28313122	28314070
AGAP002854	1	28311004	28311650
AGAP002852	1	28307397	28309299
AGAP002851	1	28305680	28306258
AGAP002845	1	28276666	28278782
AGAP002859	1	28420677	28511124
AGAP002868	1	28499251	28500900
AGAP000586	1	28522098	28524387
AGAP002875	1	28565904	28569281
AGAP002877	1	28573203	28575303
AGAP002881	1	28615882	28650598
AGAP013115	1	28666330	28670079
AGAP002884	1	28670721	28674244
AGAP002885	1	28684087	28684774
AGAP002883	1	28651850	28663610
AGAP002880	1	28588445	28589659
AGAP002879	1	28576773	28588087
AGAP002878	1	28575382	28576061
AGAP002876	1	28571278	28572556
AGAP013244	1	28570640	28571283
AGAP002874	1	28545637	28549187
AGAP013069	1	28540403	28543570
AGAP002873	1	28538733	28540283
AGAP002872	1	28534776	28536143
AGAP013202	1	28517771	28519399
AGAP002870	1	28504248	28505816
AGAP002869	1	28501033	28502910
AGAP002886	1	28808249	28811747
AGAP002890	1	28940946	28943675
AGAP002894	1	28981542	28983105
AGAP002895	1	28983411	28985742
AGAP013540	1	28883007	28883468
AGAP002893	1	28977849	28978619
AGAP002892	1	28972460	28977703
AGAP002891	1	28943698	28958926
AGAP002889	1	28937967	28938827
AGAP002896	1	28997201	29014636
AGAP013090	1	29082712	29083561
AGAP013313	1	29084080	29084898
AGAP013083	1	29087886	29088624
AGAP013471	1	29089282	29089995
AGAP012948	1	29090350	29091054
AGAP013261	1	29091502	29092146
AGAP013347	1	29092594	29093301
AGAP013114	1	29093420	29094281
AGAP013212	1	29096398	29097132
AGAP002899	1	29098113	29099864
AGAP002901	1	29112787	29113935
AGAP002902	1	29114586	29121237
AGAP002905	1	29134157	29134861
AGAP002907	1	29144632	29146768
AGAP013354	1	29152207	29153157
AGAP002908	1	29154310	29159467
AGAP002909	1	29198983	29204608
AGAP002910	1	29216218	29216720
AGAP002911	1	29217888	29218455
AGAP002912	1	29219995	29220592
AGAP002913	1	29228227	29230310
AGAP002906	1	29134901	29137378
AGAP002904	1	29130386	29133257
AGAP002903	1	29124103	29126818
AGAP002900	1	29101520	29112252
AGAP013394	1	29097090	29097582
AGAP002898	1	29080227	29096273
AGAP013272	1	29086012	29087000
AGAP002914	1	29271073	29301565
AGAP002915	1	29304390	29399573
AGAP002916	1	29580728	29592118
AGAP002917	1	29606453	29606968
AGAP002918	1	29607066	29608466
AGAP002921	1	29615095	29616280
AGAP002926	1	29684697	29686399
AGAP002928	1	29743507	29744525
AGAP002925	1	29677839	29681139
AGAP002924	1	29636899	29675025
AGAP002923	1	29629576	29631329
AGAP002922	1	29619274	29622732
AGAP002920	1	29612435	29614756
AGAP002919	1	29609053	29611329
AGAP002931	1	29823300	29824832
AGAP013008	1	29832585	29833425
AGAP002935	1	29839372	29840708
AGAP002936	1	29851715	29852735
AGAP002938	1	29864224	29865351
AGAP002940	1	29868774	29869872
AGAP013417	1	29868774	29869323
AGAP002942	1	29878419	29985540
AGAP002943	1	29989209	29992060
AGAP013412	1	29987292	29988539
AGAP002939	1	29865841	29868431
AGAP002937	1	29855238	29856651
AGAP002933	1	29833374	29838048
AGAP002932	1	29826627	29829850
AGAP002929	1	29818621	29821853
AGAP013383	1	29775934	29778341
AGAP001324	1	2999289	3003685
AGAP013516	1	30009966	30015427
AGAP002948	1	30017707	30019203
AGAP002950	1	30041848	30043758
AGAP002956	1	30114469	30115742
AGAP002959	1	30126973	30130618
AGAP002961	1	30132598	30137317
AGAP013267	1	30163522	30177469
AGAP013301	1	30239855	30244313
AGAP002962	1	30137446	30139430
AGAP002960	1	30130647	30132202
AGAP002958	1	30120879	30125985
AGAP002957	1	30116209	30119456
AGAP002955	1	30081201	30113125
AGAP002954	1	30076837	30079931
AGAP002953	1	30074724	30076477
AGAP002951	1	30067297	30071872
AGAP002952	1	30054830	30063986
AGAP002949	1	30025756	30031994
AGAP002947	1	30007174	30017368
AGAP002945	1	30000134	30006998
AGAP001325	1	3003980	3009428
AGAP001326	1	3009616	3010357
AGAP001328	1	3039806	3049522
AGAP001329	1	3094228	3094979
AGAP001330	1	3124554	3195326
AGAP001331	1	3226133	3227189
AGAP002966	1	30248370	30250372
AGAP002967	1	30250912	30255649
AGAP002970	1	30260485	30266137
AGAP002971	1	30267141	30294999
AGAP013509	1	30340101	30342158
AGAP002974	1	30465345	30478828
AGAP002975	1	30496149	30497357
AGAP002976	1	30497484	30498690
AGAP013216	1	30470183	30471474
AGAP002973	1	30401753	30402810
AGAP002972	1	30325462	30371076
AGAP002969	1	30257856	30260094
AGAP002968	1	30255777	30257668
AGAP002977	1	30503373	30506122
AGAP002981	1	30514393	30514972
AGAP002982	1	30519486	30529694
AGAP002983	1	30532669	30539785
AGAP013286	1	30549668	30557708
AGAP002985	1	30558907	30562930
AGAP002988	1	30627308	30630094
AGAP002991	1	30635986	30637455
AGAP002992	1	30638976	30641115
AGAP002995	1	30725212	30726626
AGAP002994	1	30716523	30717472
AGAP002993	1	30668927	30670840
AGAP002990	1	30633968	30635100
AGAP002989	1	30631588	30633726
AGAP002986	1	30567784	30617886
AGAP002984	1	30546257	30549576
AGAP012955	1	30540254	30543703
AGAP013499	1	30514944	30518310
AGAP002980	1	30512280	30513286
AGAP002979	1	30511244	30512075
AGAP002978	1	30508258	30509630
AGAP002996	1	30730689	30753555
AGAP013119	1	30779489	30780523
AGAP013498	1	30825420	30826493
AGAP002998	1	30838810	30864874
AGAP002999	1	30868409	30871124
AGAP012949	1	30916072	30917334
AGAP003004	1	30978462	30979823
AGAP013545	1	30955842	30966819
AGAP003003	1	30975847	30977909
AGAP003001	1	30954842	30975549
AGAP003002	1	30969683	30972642
AGAP013105	1	30962953	30964508
AGAP003000	1	30871454	30873211
AGAP002997	1	30755662	30777121
AGAP003005	1	30985240	31002993
AGAP013439	1	31018898	31020483
AGAP003008	1	31011967	31042325
AGAP003012	1	31149927	31152536
AGAP003014	1	31171219	31175606
AGAP003015	1	31179112	31180748
AGAP003016	1	31182545	31184166
AGAP003017	1	31199556	31201234
AGAP003020	1	31205281	31207750
AGAP003021	1	31208394	31219116
AGAP003024	1	31230560	31232558
AGAP003026	1	31234647	31236284
AGAP003027	1	31239097	31243757
AGAP003006	1	31010380	31011662
AGAP003007	1	31037870	31039151
AGAP003009	1	31050937	31053197
AGAP003010	1	31084129	31093710
AGAP003013	1	31158130	31166515
AGAP003018	1	31185533	31199122
AGAP003019	1	31201266	31204342
AGAP003022	1	31221318	31223249
AGAP003023	1	31226418	31230265
AGAP003025	1	31232794	31234277
AGAP003028	1	31245928	31248261
AGAP003029	1	31248644	31252239
AGAP013077	1	31258092	31259052
AGAP003031	1	31260172	31262154
AGAP003032	1	31267869	31269484
AGAP003033	1	31272670	31276279
AGAP003035	1	31277773	31281594
AGAP003036	1	31281776	31282954
AGAP003041	1	31402277	31404071
AGAP003043	1	31405640	31418582
AGAP003048	1	31435107	31436656
AGAP013062	1	31456652	31459347
AGAP013473	1	31461060	31463898
AGAP013232	1	31342592	31342756
AGAP003052	1	31482574	31484465
AGAP003051	1	31471355	31481210
AGAP003050	1	31465072	31466452
AGAP003049	1	31443411	31453433
AGAP013071	1	31439417	31442223
AGAP003047	1	31426492	31435204
AGAP003042	1	31403377	31411793
AGAP003040	1	31368041	31371576
AGAP003039	1	31351382	31364077
AGAP013029	1	31316494	31321779
AGAP003038	1	31293476	31309583
AGAP003037	1	31282989	31291664
AGAP003034	1	31276522	31277301
AGAP013505	1	31269599	31271110
AGAP003030	1	31252286	31254127
AGAP003053	1	31518962	31520179
AGAP013396	1	31544988	31545464
AGAP003054	1	31522619	31523876
AGAP003055	1	31548832	31549365
AGAP003056	1	31592912	31593930
AGAP003057	1	31600189	31603686
AGAP002483	1	21881646	21882666
AGAP003059	1	31689300	31794464
AGAP013227	1	31645576	31647212
AGAP003063	1	31944744	31945591
AGAP003068	1	31947503	31959890
AGAP003069	1	31960378	31961579
AGAP003067	1	31952279	31954524
AGAP003066	1	31949427	31951489
AGAP003065	1	31947584	31949301
AGAP003064	1	31945687	31947304
AGAP002482	1	21877534	21879254
AGAP003061	1	31931263	31932506
AGAP003060	1	31903262	31919266
AGAP003070	1	31966562	32068858
AGAP003071	1	32002051	32013767
AGAP003075	1	32124793	32137059
AGAP003076	1	32199430	32232185
AGAP003077	1	32232510	32242984
AGAP003074	1	32125286	32129913
AGAP003073	1	32123167	32124944
AGAP003078	1	32244872	32250275
AGAP003080	1	32272668	32289048
AGAP003085	1	32329882	32331556
AGAP013263	1	32375405	32378635
AGAP003087	1	32380090	32381475
AGAP003089	1	32383651	32385664
AGAP003090	1	32386409	32394038
AGAP003092	1	32401891	32414563
AGAP003093	1	32415453	32416824
AGAP003095	1	32418935	32421669
AGAP003096	1	32423196	32425071
AGAP003097	1	32425204	32426891
AGAP003106	1	32439547	32443300
AGAP003099	1	32428647	32430319
AGAP003098	1	32427076	32428603
AGAP003094	1	32416655	32417923
AGAP003091	1	32394207	32395229
AGAP003088	1	32381505	32383701
AGAP003086	1	32378725	32379968
AGAP003084	1	32319954	32329681
AGAP013368	1	32311564	32316382
AGAP003083	1	32307324	32308844
AGAP003082	1	32301727	32305739
AGAP003081	1	32297590	32300052
AGAP003108	1	32496029	32500709
AGAP003109	1	32501852	32504497
AGAP003111	1	32505726	32508690
AGAP003114	1	32510088	32550892
AGAP003115	1	32677888	32742956
AGAP003112	1	32508947	32509657
AGAP001335	1	3262688	3282290
AGAP001337	1	3308742	3311392
AGAP001340	1	3322960	3324572
AGAP001341	1	3324751	3330289
AGAP001345	1	3362647	3364773
AGAP001346	1	3380537	3381874
AGAP001347	1	3382258	3384035
AGAP001356	1	3484107	3495790
AGAP001355	1	3435807	3436692
AGAP001354	1	3434159	3435100
AGAP001353	1	3432984	3433877
AGAP001352	1	3430765	3432005
AGAP001350	1	3399098	3402472
AGAP001349	1	3394542	3395858
AGAP001348	1	3384346	3388160
AGAP001344	1	3358519	3370810
AGAP001343	1	3331998	3345232
AGAP001342	1	3330417	3331217
AGAP001339	1	3319866	3321548
AGAP001338	1	3313345	3317264
AGAP001336	1	3286021	3294386
AGAP001334	1	3260240	3261465
AGAP001333	1	3253875	3257684
AGAP001332	1	3251613	3252710
AGAP001351	1	3423284	3426247
AGAP003116	1	32760536	32761250
AGAP003117	1	32854808	32859345
AGAP013411	1	32861488	32871691
AGAP003118	1	32877516	32882835
AGAP003119	1	32893778	32895350
AGAP003123	1	32933968	32935969
AGAP003126	1	32958889	32959764
AGAP003121	1	32904307	32914044
AGAP003120	1	32896402	32899586
AGAP013357	1	32885248	32891848
AGAP003124	1	32937705	32949396
AGAP003125	1	32955244	32958296
AGAP003128	1	32963580	32991268
AGAP003130	1	33018141	33018882
AGAP003131	1	33105501	33107539
AGAP003133	1	33109805	33118993
AGAP003134	1	33120992	33121682
AGAP003136	1	33122812	33125038
AGAP003137	1	33126613	33130689
AGAP003138	1	33133276	33147376
AGAP013465	1	33140746	33141645
AGAP003140	1	33159856	33179678
AGAP003142	1	33208445	33211514
AGAP003143	1	33211871	33213560
AGAP003141	1	33183329	33200001
AGAP003139	1	33148444	33154607
AGAP003135	1	33121659	33122732
AGAP003132	1	33107755	33109165
AGAP003129	1	33004962	33006479
AGAP003148	1	33357282	33358683
AGAP003149	1	33359181	33360164
AGAP003150	1	33362077	33363665
AGAP013060	1	33369197	33370132
AGAP013365	1	33372135	33373038
AGAP003151	1	33381051	33383831
AGAP003154	1	33391408	33393499
AGAP003156	1	33394891	33398678
AGAP003158	1	33403491	33405696
AGAP003160	1	33421972	33429971
AGAP003161	1	33439902	33441818
AGAP003166	1	33491778	33497479
AGAP003164	1	33461631	33473310
AGAP003165	1	33469993	33472038
AGAP003162	1	33442603	33450523
AGAP003159	1	33411229	33414462
AGAP003157	1	33398909	33401332
AGAP003155	1	33393620	33394737
AGAP003153	1	33385658	33389657
AGAP003147	1	33355143	33357135
AGAP003146	1	33352080	33354863
AGAP003145	1	33308993	33313606
AGAP003167	1	33497839	33502541
AGAP003179	1	33579421	33582927
AGAP003181	1	33597478	33613322
AGAP003182	1	33613728	33617751
AGAP003185	1	33630367	33632798
AGAP003186	1	33655095	33666264
AGAP003187	1	33669739	33686808
AGAP003189	1	33715621	33718321
AGAP003190	1	33728250	33734102
AGAP003193	1	33743872	33744863
AGAP003168	1	33509045	33512085
AGAP003171	1	33516462	33517895
AGAP003173	1	33523858	33525281
AGAP003174	1	33542680	33552363
AGAP003175	1	33558352	33563289
AGAP013292	1	33574430	33578276
AGAP003192	1	33741320	33743740
AGAP003191	1	33734578	33736988
AGAP003184	1	33619696	33629877
AGAP003183	1	33617824	33618950
